Standard_name	Region_cat	Country	Geonames_ID	Geonames_coordinates	Name	variants
Pernau / Pärnu	Europa	Estland	589580	[58.38, 24.49]	pernau
Oerle	Noord-Brabant	Nederland	2749703	[51.42, 5.37]	oirle	oerle
Frankenthal	Europa	Duitsland	2925550	[49.53, 8.35]	frankendaal
Cherbourg	Europa	Frankrijk	0	[49.63, -1.62]	cherbourg	cherburg
Rostock	Europa	Duitsland	2844588	[54.08, 12.14]	rostok
Offenbach	Europa	Duitsland	2857807	[50.10, 8.76]	offenbach	offenbag
Oud-Empel	Noord-Brabant	Nederland	6544856	[51.73, 5.30]	empel
Udenhout	Noord-Brabant	Nederland	2746003	[51.60, 5.14]	udenhout
Torbay	Europa	VK	3333210	[50.45, -3.55]	torbay
Ruhrort / Roeroord	Europa	Duitsland	2843196	[51.45, 6.73]	roeroort
Geulle	Limburg	Nederland	2755557	[50.92, 5.75]	geul
Karlsruhe	Europa	Duitsland	2892794	[49.00, 8.40]	carelsruhe
Kiel-Windeweer	Groningen	Nederland	2891122	[54.32, 10.13]	kiel
Driel	Gelderland	Nederland	2756591	[51.95, 5.81]	driel
Ossendrecht	Noord-Brabant	Nederland	2749223	[51.39, 4.32]	ossendrecht
Lorient	Europa	Frankrijk	2997577	[47.74, -3.37]	lorient	porient	yorient
Helkijn	Europa	België	2796134	[50.73, 3.38]	helchin	helschin
Mecklenburg	Europa	Duitsland	2872570	[53.5, 12.0]	mekelenburg	meklenburg	meklenburch	meekelenburg	mekelenburch	meekelenburch	mekelenborch
Schagen	Noord-Holland	Nederland	2747720	[52.78, 4.79]	schagen	schage
Kallo	Europa	België	2794792	[51.25, 4.27]	calloo	callo
Tobago	Zuid-Amerika	Trinidad en Tobago	3573607	[11.25, -60.66]	tabago	eyland tabagq	eyland tabags	tobago
Blaye	Europa	Frankrijk	2967108	[45.12, -0.66]	blaye
Meerssen	Limburg	Nederland	2751037	[50.88, 5.75]	meerssen	neerssen	meersen
Bombaye	Europa	België	2801573	[50.73, 5.74]	bombay	bombaye
Putten	Gelderland	Nederland	2748394	[51.83, 4.3]	putten	putte
Bamberg	Europa	Duitsland	2952984	[49.89, 10.90]	bamberg
Buren	Gelderland	Nederland	2758095	[51.90, 5.33]	buren	bueren	buuren
Wormerveer	Noord-Holland	Nederland	2744171	[52.49, 4.79]	wormerveer
Blokzijl	Overijssel	Nederland	2758777	[52.72, 5.96]	blokziel	bloksiel	volokzyl	blokzyl
Leipzig	Europa	Duitsland	2879139	[51.33, 12.37]	leypsig	leypzig	leypsich	leysnich	leipsig	leipsich	leipzig
Pampus	Noord-Holland	Nederland	2748752	[52.36, 5.06]	pampus	het pampus	t' pampus	't pampus
Lobith	Gelderland	Nederland	2751538	[51.86, 6.11]	lobith
Bouchain	Europa	Frankrijk	3031380	[50.28, 3.31]	bouchain
Sleeswijk / Schleswig	Europa	Duitsland	0	[55.16, 9.25]	sleswyk	sleeswyk
Groede	Zeeland	Nederland	2755305	[51.37, 3.50]	groede
Maesterlandt / Marstrand	Europa	Zweden	2692469	[57.88, 11.58]	maasterland	marstrand
Geervliet	Zuid-Holland	Nederland	2755666	[51.86, 4.26]	geervliet
Kempenland	Noord-Brabant	Nederland	0	[51.31, 4.93]	kempeland	kempen	kempenland	rempeland
Fort Moerspui ~ Fort Moerspenij	Zeeland	Nederland	2750870	[51.66, 5.41]	moerspeny	moerspenye	moerspuy	moerspuye
Bokhoven	Noord-Brabant	Nederland	2758708	[51.73, 5.23]	bochoven	bokhoven	boukhoven	bouchoven
Karelshaven / Karlshamn	Europa	Zweden	2701727	[56.17, 14.86]	carelshaven	karelshaven
Liessel	Noord-Brabant	Nederland	2751623	[51.41, 5.82]	liessel
Jever	Europa	Duitsland	2894897	[53.57, 7.89]	jever
Charlottenburg	Europa	Duitsland	2940187	[52.51, 13.28]	charlottenburg	charlottenberg
Reims	Europa	Frankrijk	2984114	[49.26, 4.02]	rheims
Herentals	Europa	België	2796009	[51.17, 4.83]	herentals	herenthals
Soignies	Europa	België	2786420	[50.57, 4.07]	soignies
Sasenberg	Europa	Duitsland	2841351	[51.99, 8.04]	sassenberg
Leende	Noord-Brabant	Nederland	2751821	[51.35, 5.55]	leende
Westfriesland	Noord-Holland	Nederland	2744658	[52.66, 4.83]	westvriesland	enwest vrierl	westfriesland	west-vriesland	iestvriesland	wistvoialand
Würzburg	Europa	Duitsland	2805615	[49.79, 9.95]	wurtzburg	wurtsburg	wurtenburg
Purmerend	Noord-Holland	Nederland	2748413	[52.50, 4.95]	purmerende	purmereynde
Württemberg	Europa	Duitsland	2953481	[48.5, 9]	wirtemberg	wurtenberg	wirtenberg	wurtemberg	wirtenberch	wintenberg
Zante / Zakynthos	Europa	Griekenland	251279	[37.78, 20.76]	zanten	eylanden van santen	eylanden xanten	eyland van santen	zante	en xanten
Pisa	Europa	Italië	3170647	[43.70, 10.40]	pisa
Brebières	Europa	Frankrijk	3030446	[50.33, 3.01]	brebieres
Ulrum	Groningen	Nederland	2745944	[53.35, 6.33]	ulrum
Norsholm	Europa	Zweden	2688177	[58.50, 15.97]	norsholm
Metz	Europa	Frankrijk	2994160	[49.11, 6.17]	mets	metz
Flekeren / Flekkerøy	Europa	Noorwegen	3131229	[58.06, 7.98]	vlekeren	flekkeroe	flekere	flekeren	vleker	flekero	vlekero
s-Gravenzande	Zuid-Holland	Nederland	2747364	[52.00, 4.16]	's gravesande	gravesende
Innsbruck	Europa	Oostenrijk	2775220	[47.26, 11.39]	inspruk
Gestel, Noord-Brabant	Noord-Brabant	Nederland	2755562	[51.41, 5.43]	gestel
Husum	Europa	Duitsland	2897132	[54.48, 9.05]	husum
Zuidzande	Zeeland	Nederland	2743634	[51.34, 3.45]	zuydzande
Monnickendam	Noord-Holland	Nederland	2750641	[52.45, 5.03]	monikendam	monnikendam	munnikendam
Veluwe	Gelderland	Nederland	2757527	[52.08, 5.82]	veluwe	veluwen
Brienen	Europa	Duitsland	2944132	[51.82, 6.14]	brienen
Abbeville	Europa	Frankrijk	3038789	[50.10, 1.83]	abbeville
Rosmalen	Noord-Brabant	Nederland	2747910	[51.71, 5.36]	rosmalen	rosmaalen
Sittard	Limburg	Nederland	2747203	[50.99, 5.86]	sittart	sittard
Maire	Zeeland	Nederland	0	[51.42, 4.15]	maire
Bommelerwaard	Gelderland	Nederland	2758673	[51.76, 5.28]	bommelerweert	bommeler	bommelreweert	den bommeler waard	bommelerwaart	bommelre weert
Normandië	Europa	Frankrijk	11071621	[49.19, 0.49]	normandie	normandyen	normandien
Tongelre	Noord-Brabant	Nederland	2746215	[51.44, 5.51]	tongelre	congelre
Cairo	Afrika	Egypte	360630	[30.06, 31.24]	cairo	cayro
Spitsbergen	Europa	Noorwegen	7521757	[78.15, 15.86]	spitsbergen	spitzbergen
Bretagne	Europa	Frankrijk	3030293	[48.16, -2.83]	bretaigne	bretanien	bretagne	bretaignen	bretagnien
Marienhove / Marienhafe	Europa	Duitsland	2873581	[53.52, 7.27]	marienhove
Valenciennes	Europa	Frankrijk	2971041	[50.35, 3.52]	valenciennes	valencien	valenchyn	valence	valencienne	valencyn
Vlijmen	Noord-Brabant	Nederland	2745396	[51.69, 5.21]	vlymen
Prinsenland / Dinteloord en Prinsenland	Noord-Brabant	Nederland	0		princeland	sprincenland	princenland	sprinceland	's princeland
Kalmar	Europa	Zweden	2702259	[57.33, 16.0]	calmar	calmer	kalmar
Hedel	Gelderland	Nederland	2754719	[51.74, 5.26]	hedel
Heraklion	Europa	Griekenland	261745	[35.32, 25.14]	candia
Koperwijk / Kopervik	Europa	Noorwegen	3149512	[59.28, 5.30]	coperwyk
Angola	Afrika	Angola	3351879	[-12.5, 18.5]	angola	angella
Ubbergen	Gelderland	Nederland	2746012	[51.84, 5.95]	ubbergen	ubergen
Swabenland / Schwaben	Europa	Duitsland	2824481	[48.0, 9.0]	swabenland	swaben
Berneau	Europa	België	2802140	[50.74, 5.73]	bernau	bernauw
Rossum	Gelderland	Nederland	2747908	[51.80, 5.33]	rossum	rossem
Willebroek	Europa	België	2783632	[51.06, 4.36]	willebroek
Asperen	Gelderland	Nederland	2759643	[51.88, 5.10]	asperen
Brakel	Gelderland	Nederland	2758426	[51.81, 5.09]	brakel
Ophemert	Gelderland	Nederland	2749298	[51.84, 5.38]	ophemert
Rixtel	Noord-Brabant	Nederland	2748037	[51.50, 5.64]	rixtel
Heeswijk	Noord-Brabant	Nederland	2754628	[51.73, 5.85]	heeswyk
Passarowitz / Požarevac	Europa	Servië	786827	[44.62, 21.18]	passarowitz	passarowits
Stickhuijsen / Stickhausen	Europa	Duitsland	2827140	[53.21, 7.65]	stikhuysen	stichuysen
Uden	Noord-Brabant	Nederland	2746005	[51.66, 5.61]	uden
Nancy	Europa	Frankrijk	2990999	[48.68, 6.18]	nancy
Ruinen	Drenthe	Nederland	2747835	[52.76, 6.35]	ruynen	ruyne	ruyven
Soestdijk	Utrecht	Nederland	6950760	[52.19, 5.27]	soesdyk	soestdyk
Warmond	Zuid-Holland	Nederland	2745012	[52.19, 4.50]	warmont	waarmont	warmond	warmondt
Geel	Europa	België	2797779	[51.16, 4.98]	geel
Waterland	Noord-Holland	Nederland	2744968	[52.43, 4.96]	waterland
Geldrop	Noord-Brabant	Nederland	2755619	[51.42, 5.55]	geldrop	geldorp
Herpen	Noord-Brabant	Nederland	2754339	[51.77, 5.64]	herpen
Ansbach	Europa	Duitsland	2955936	[49.30, 10.59]	anspach	anspag	ansbach
Gödens	Europa	Duitsland	2919578	[53.48, 7.96]	godens
Enghien	Europa	België	2798747	[50.69, 4.03]	engien
Orléans	Europa	Frankrijk	2989317	[47.90, 1.90]	orleans
Den Dungen	Europa	Nederland	2757237	[51.66, 5.37]	dungen	den dungen
Drottningholm	Europa	Zweden	2717198	[59.32, 17.88]	drotningolm	drottningolm
Angora / Ankara	Europa	Turkije	323786	[39.91, 32.85]	angora
Cowes	Europa	VK	2652204	[50.76, -1.29]	cowes
Balgoy	Gelderland	Nederland	2759480	[51.78, 5.71]	balgoyen
Arnemuiden	Zeeland	Nederland	2759664	[51.50, 3.67]	arnemuyden	armuyden
Dessau	Europa	Duitsland	2937959	[51.83, 12.24]	dessau
Flensburg	Europa	Duitsland	2926271	[54.78, 9.43]	flensburch	flensborch	flensburg
Hambach	Europa	Duitsland	2911365	[49.33, 8.13]	hambach
Grietzijl / Greetsiel	Europa	Duitsland	2917826	[53.50, 7.09]	grietzyl	grietziel
Xanten	Europa	Duitsland	2805385	[51.65, 6.45]	xanten	santen	kanten
Bree	Europa	België	2801093	[51.14, 5.59]	bree
Borculo	Gelderland	Nederland	2758626	[52.11, 6.52]	borculo	borculoe	borkeloe	berkeloo	borkeloo
Güstrow	Europa	Duitsland	2913433	[53.79, 12.17]	gustrouw
Stapelmoor	Europa	Duitsland	2829507	[53.13, 7.32]	stapelmoer
Mülheim / Mülheim an der Ruhr	Europa	Duitsland	2867838	[51.43, 6.87]	mulheim	mulheim aan de roer	mullem op de roer	mullem	mulheym aan de roer	mulhem
Nivelle / Nijvel	Europa	België	2790101	[50.59, 4.32]	nivelle	nyvelle
Perpignan	Europa	Frankrijk	2987914	[42.69, 2.89]	perpignan
Drenthe ~ Landschap Drenthe	Drenthe	Nederland	2756631	[52.83, 6.58]	drenthe	landschap drenthe	landschap van drenthe	landtschap drenthe	drente	landtschaps drenthe	landschap van drente	landtschap drentse	landschappe drenthe	landtschap drente	landschap drente	landtschap van drente	landschap drentse	landschap dreuthe	landtschap erenthe	landschap erenthe	landtschap van drenthe	land schap drenthe	landschaps drenthe	landtschappe drenthe
Anholt	Europa	Duitsland	2956040	[51.85, 6.42]	anholt	aanholt
Hapert	Noord-Brabant	Nederland	2754872	[51.36, 5.25]	hapert
Oldersum	Europa	Duitsland	2857402	[53.32, 7.34]	oldersum
Dinther	Noord-Brabant	Nederland	2754629	[51.65, 5.47]	dinther	dintel	dinter	diuther	dinteren	dinters
Maubeuge	Europa	Frankrijk	2995150	[50.27, 3.97]	maubeuge
Middelstum	Groningen	Nederland	2750868	[53.34, 6.64]	middelstum
Corfu	Europa	Griekenland	2463679	[39.62, 19.92]	corfu
Lodewijksburg ~ Ludwigsburg ~Louisburg	Europa	Duitsland	2875392	[48.89, 9.19]	lodewyksburg	ludewigsburg	ludewichsburg	ludewiksburg	louysburg
Madrona	Europa	Spanje	3117721	[40.90, -4.17]	madrona
Deal	Europa	VK	2651468	[51.22, 1.40]	deal
Zelzate	Europa	België	2783279	[51.19, 3.81]	selsaten	zelzate	zelsate	selsate
Oosterhuijsen / Osterhusen	Europa	Duitsland	2856490	[53.41, 7.20]	oosterhuysen	oosthuysen
Moelingen	Europa	België	2790633	[50.75, 5.71]	moulingen
Krommenie	Noord-Holland	Nederland	2752240	[52.49, 4.76]	crommenie
Kasteel van Chambord	Afrika	Ghana	2301190	[5.08, -1.35]	elmina	st. george delmina	de mina	del mina	delmina
Zeelst	Noord-Brabant	Nederland	2744006	[51.42, 5.41]	seelst	zeelst
Gronsveld	Limburg	Nederland	2755243	[50.81, 5.73]	gronsvelt	gronsfeldt	gronsveld	grons	gronsfelt
Neuzen / Terneuzen	Zeeland	Nederland	2746420	[51.33, 3.82]	neuse	nleusen	niesen	neuzen	neusen ambacht	ter neusen	der neusen	neusen	neuze	ter neuse
Mol	Europa	België	2791067	[51.19, 5.11]	moll
Werkendam	Noord-Brabant	Nederland	2744827	[51.81, 4.89]	werkendam	werkerdam	werken dam
Cayenne	Zuid-Amerika	Frans Guyana	3382160	[4.93, -52.33]	cayenne	cajana
Halverstad / Halberstadt	Europa	Duitsland	6550926	[51.88, 11.05]	halberstad	halverstad
Gelre	Europa	Nederland; Duitsland	0		gelre	geldre
Bodegraven	Zuid-Holland	Nederland	2758765	[52.08, 4.75]	bodegraven	bodegrave
Siegen	Europa	Duitsland	2832495	[50.87, 8.02]	siegen
Zwammerdam	Zuid-Holland	Nederland	2743578	[52.10, 4.72]	swammerdam
Stolberg	Europa	Duitsland	2826595	[50.77, 6.22]	stolberg
Kronstadt	Europa	Rusland	540771	[59.99, 29.77]	kroonstad	croonstad
IJsselmonde	Zuid-Holland	Nederland	2753359	[51.9, 4.55]	ysselmonde
De Archipel ~ Morea ~ Peloponnesos	Europa	Griekenland	255620	[37.5, 22.33]	morea	peloponesen	peloponesi	archipellago	archipelago	den archipel	archipel
Wolgast	Europa	Duitsland	6550723	[54.04, 13.75]	wolgast
Broekhuizen	Limburg	Nederland	2758266	[51.48, 6.16]	broekhuysen	broechuysen
Krefeld	Europa	Duitsland	2884509	[51.33, 6.55]	crevelt
Wamel	Gelderland	Nederland	2745054	[51.87, 5.46]	wamel	wumel	wammel
Mittau / Jelgava	Europa	Letland	459279	[56.65, 23.71]	mittau	mitau
Hoogstraten	Europa	België	2795398	[51.40, 4.76]	hoochstraten	hoogstraten	hoogstraaten
Aarle-Beek	Noord-Brabant	Nederland	0		aarlebeek	aarle beek	aarle-beek
Vollenhove	Overijssel	Nederland	2745333	[52.68, 5.95]	vollenhoven	vollenho	vollenhove
Oranienburg	Europa	Duitsland	2857129	[52.75, 13.24]	oranienburg
Vado / Vado Ligure	Europa	Italië	3164988	[44.26, 8.43]	vado
Westzaan	Noord-Holland	Nederland	2744600	[52.46, 4.77]	westzaanen	westzanen
Vught	Noord-Brabant	Nederland	2745154	[51.65, 5.28]	vucht	vicht
Drongelen	Noord-Brabant	Nederland	2756562	[51.71, 5.05]	drongelen
Oxford	Europa	VK	2640729	[51.75, -1.25]	oxfort	oxford	exfort
Windau / Ventspils	Europa	Letland	454310	[57.39, 21.56]	windauw	windau	windan
Eupen	Europa	België	2798573	[50.62, 6.03]	eupen
Postel	Europa	België	2788709	[51.28, 5.18]	postel
Deinze	Europa	België	2799746	[50.98, 3.53]	deynse	deinse
Baarle	Noord-Brabant	Nederland	0	[51.44, 4.93]	baarle	baarlo
De Rijp	Noord-Holland	Nederland	2757095	[52.55, 4.84]	ryp	rype
Everlo	Overijssel	Nederland	2754284	[52.35, 6.95]	everlo
Bourgondië	Europa	Frankrijk	11966031	[48.23, 7.19]	bourgondien	bourgoignen	bourgoigne	bourgogne	burgundien
Tegelen	Limburg	Nederland	2746504	[51.34, 6.13]	tegelen
Fulda	Europa	Duitsland	2923822	[50.55, 9.67]	fulda
Uerdingen	Europa	Duitsland	2820447	[51.35, 6.63]	urdingen	ordingen
Baltimore	Noord-Amerika	Verenigde Staten	4347778	[39.29, -76.61]	baltimore	baltimora
Algeciras	Europa	Spanje	2522013	[36.13, -5.45]	algeziras	algasiras	algaziras
Breust	Limburg	Nederland	2758327	[50.78, 5.71]	breust	bruest
Ferrol	Europa	Spanje	3123493	[43.48, -8.23]	ferrol	ferol
Levant	Azië		305104	[34.0, 36.0]	levanten	levand	levant
Cambrai	Europa	Frankrijk	3029030	[50.17, 3.23]	cambray
Alcalá de Henares	Europa	Spanje	3130616	[40.48, -3.35]	alcala
Ceuta	Europa	Spanje	6362987	[35.88, -5.32]	ceuta
Warwijck / Wervik	Europa	België	2783820	[50.78, 3.03]	warwik	werwich	werviken	warwyk
Slochteren	Groningen	Nederland	2747143	[53.22, 6.80]	slochteren
Weesp	Noord-Holland	Nederland	2744904	[52.30, 5.04]	weesp	wesep
Montpellier	Europa	Frankrijk	2992166	[43.61, 3.87]	montpellier
Hoegaarden	Europa	België	2795703	[50.77, 4.88]	hougaarde
Diksmuide	Europa	België	2799369	[51.03, 2.86]	dixmuyden
Whitehall	Europa	VK	6619868	[51.50, -0.12]	whitehall	withal	wittehal	witehal	whithal	withehal	withall	whitehal
Thorn	Limburg	Nederland	2746342	[51.16, 5.84]	thoor	thorn
Languedoc	Europa	Frankrijk	3007670	[43.53, 3.23]	languedocq	languedoe
Mauritsstad / Recife	Zuid-Amerika	Brazilië	3390760	[-8.05, -34.88]	mauritsstad	mauritia
Leuze / Leuze-en-Hainaut	Europa	België	2792477	[50.60, 3.62]	leuse	leuze
Nieuwkuijk	Noord-Brabant	Nederland	2750180	[51.69, 5.18]	nieuwkuyk	nieuw cuyk	nieuw-cuyk	nieucuyk	nieuw-kuyk
Arcen	Limburg	Nederland	2759684	[51.47, 6.18]	aarssen
Guastalla	Europa	Italië	3175693	[44.91, 10.66]	guastalla
Visé	Europa	België	2784548	[50.73, 5.69]	viset	vise
Land van Kleef	Europa	Duitsland	0	[51.78, 6.13]	cleefsland	land van cleef	landen van cleef
Nieuwenhuijs / Neuenhaus	Europa	Duitsland	6557469	[52.5, 6.96]	nieuwenhuys
Lüneburg	Europa	Duitsland	6557441	[53.23, 10.40]	lunenburg	lunenb	lumenburg	lumenburch	lunnenburch	lunenburchse	luneub	lunen	lunenborch	luneburg	luynen	lunenburch	lunen burg	luuenburch	lumeburg
Walldorf	Europa	Duitsland	6557729	[49.99, 8.58]	waldorf	waldorp
Rendsburg	Europa	Duitsland	6557353	[54.30, 9.66]	rensburg
Posen / Poznań	Europa	Polen	3088171	[52.40, 16.92]	posen
Thionville	Europa	Frankrijk	2972811	[49.35, 6.16]	thionville	chiorville	chionville	chiouville
Oran	Afrika	Algerije	2485926	[35.69, -0.63]	oran
Wedde	Groningen	Nederland	2744944	[53.06, 7.07]	wedde
Fraustadt / Wschowa	Europa	Polen	3081300	[51.80, 16.31]	fraustad	traustad
Rysum	Europa	Duitsland	2842735	[53.37, 7.03]	rysum	risum
Tweebrugge / Zweibrücken	Europa	Duitsland	2803620	[49.24, 7.36]	tweebrugge	tweebruggen
Singraven	Overijssel	Nederland	2753501	[52.37, 6.98]	singraven	singraaven
Stavanger	Europa	Noorwegen	3137115	[58.97, 5.73]	stavanger	stavangen
Pyrmont / Bad Pyrmont	Europa	Duitsland	2953379	[51.98, 9.25]	pyrmont	pirmont
Kessenich	Europa	België	2794504	[51.15, 5.82]	kessenich
Cyprus	Europa	Cyprus	146670	[35.00, 32.98]	cyprus	cypres	cipren	cipres
Scheemda	Groningen	Nederland	2747661	[53.17, 6.97]	scheemte	scheemda
Scandrona ~ Alexandrette / Iskenderun	Azië	Turkije	311111	[36.58, 36.17]	scandrona	alexandrette
Gallipoli / Gelibolu	Azië	Turkije	746983	[40.40, 26.67]	gallipoli	gallipoly
Vorden	Gelderland	Nederland	2745258	[52.10, 6.30]	vorden
Helsingvos / Helsinki	Europa	Finland	658225	[60.16, 24.93]	helsingvos	elsingvos
Herve	Europa	België	2795913	[50.64, 5.79]	herve
Oosterwijtwerd	Groningen	Nederland	2749394	[53.33, 6.81]	oosterwytwert
Nieuw-Lekkerland	Zuid-Holland	Nederland	2750163	[51.88, 4.68]	nieulekerland
Winchester	Europa	VK	2633858	[51.06, -1.31]	winchester	wincester
Zundert ~ Groot-Zundert	Noord-Brabant	Nederland	2743619	[51.47, 4.65]	sundert	groott sundert	groot zundert	groot sundert	groot-sundert	grootsundert	zundert
Brecht	Europa	België	2801107	[51.33, 4.62]	brecht
Roosteren	Limburg	Nederland	2747924	[51.08, 5.81]	roosteren
Landskroon / Landskrona	Europa	Zweden	2697720	[55.87, 12.83]	landskroon	landtsiroon	landscroon	landtskroon
Borgharen	Limburg	Nederland	2758611	[50.87, 5.68]	borgaren	borgaaren	opharen	burgaren	ophaaren	heerlykheyt borcharen
Surat	Azië	India	1255364	[21.19, 72.83]	suratte	sn ratte
Veen	Noord-Brabant	Nederland	2745784	[51.77, 5.10]	veen
Nieuwland / Nuland	Noord-Brabant	Nederland	2749772	[51.72, 5.43]	nieuwland	nieuland	nuland	muland
Tours	Europa	Frankrijk	2972191	[47.39, 0.70]	tours	tour
Blois	Europa	Frankrijk	3032213	[47.59, 1.32]	blois	bloys
Porca / Purakkad	Azië	India	10926331	[11.49, 75.64]	porca
Stavelot	Europa	België	2786185	[50.39, 5.93]	stavelo	stavelot
Syrië	Azië	Syrië	163843	[35.0, 38.0]	syrien	sirien
Croy	Noord-Brabant	Nederland	2757876	[51.5, 5.62]	croy	croyé	crooy
Zwartsluis	Overijssel	Nederland	2743518	[52.64, 6.06]	swartesluys
Hardinxveld-Giessendam	Zuid-Holland	Nederland	11746060	[51.82, 4.83]	hardinxveld	hardincxvelt
Vreeswijk ~ Vreeswijk aan de Vaart	Utrecht	Nederland	2745195	[52.01, 5.09]	vreeswyk	vreeswyk of aan de vaart	vreeswyk ofte de vaart	vreeswyk aan de vaart
Kola	Europa	Rusland	546554	[68.88, 33.01]	cola
Zuid-Holland	Zuid-Holland	Nederland	2743698	[52.0, 4.66]	zuytholland	zuydt-holland	zuydholland	luyd holland	suytholland
Artois	Europa	Frankrijk	3036644	[50.5, 2.5]	artois	arthois
Vierlingsbeek	Noord-Brabant	Nederland	2745550	[51.59, 6.00]	vierlinxbeek
Rastatt	Europa	Duitsland	2850257	[48.85, 8.20]	rastad	radstad
Lettelbert	Groningen	Nederland	2751705	[53.19, 6.41]	littelbert	lettelbert
Pinneberg	Europa	Duitsland	2853658	[53.66, 9.78]	pinnenberg
Glarus	Europa	Zwitserland	2660593	[46.97, 9.07]	glarus	glaris
Deutekom ~ Doetinchem	Gelderland	Nederland	2756767	[51.96, 6.28]	deutecom	doetinchem	deutichem	doetichem
Sonderburch / Sønderborg	Europa	Denemarken	2613102	[54.90, 9.78]	sonderburch	sonderburg
Modena	Europa	Italië	3173331	[44.64, 10.92]	modena
Zaandijk	Noord-Holland	Nederland	2744116	[52.47, 4.80]	zaandyk	sandyk
Hodimont	Europa	België	2795716	[50.59, 5.85]	hodimont
Kolberg / Kołobrzeg	Europa	Polen	3095795	[54.17, 15.58]	colbergen	colberg
Oneglia	Europa	Italië	3172014	[43.89, 8.04]	oneglia
Woudsend	Friesland	Nederland	2744153	[52.94, 5.62]	woudsend
Reiderland	Groningen	Nederland	2748269	[53.11, 7.08]	reyderland	reiderland
Waspik	Noord-Brabant	Nederland	2744994	[51.68, 4.94]	waspyk	waspik
Eutin	Europa	Duitsland	2928381	[54.14, 10.60]	eutin
Astrachan	Europa	Rusland	580491	[47.0, 48.0]	astracan
Minorca	Europa	Spanje	2513925	[40.01, 4.01]	minorca
Andernach	Europa	Duitsland	2956206	[50.43, 7.40]	andernach
Safi	Afrika	Marokko	2537881	[32.29, -9.23]	saphi	saphy	saffia	saffy	saphia
Barbados	Caraïben	Barbados	3374084	[13.16, -59.55]	barbados
Nieuwendam	Noord-Holland	Nederland	2750287	[52.39, 4.94]	nieuwendam	nieuwenaar	nieuwenar
Berkel	Zuid-Holland	Nederland	2759090	[51.58, 5.14]	berkel
Bilzen	Europa	België	2801924	[50.87, 5.51]	bilsen
Middachten, Kasteel	Gelderland	Nederland	2750910	[52.01, 6.06]	middachten
Renswoude	Utrecht	Nederland	2748227	[52.07, 5.53]	renswoude	rhenswoude	ronswoude	reuswoude
Jerusalem	Azië	Israël	281184	[31.76, 35.21]	jerusalem	jorusalem	derusalem	jherusalem	hierusalem	perusalem
Aalburg	Noord-Brabant	Nederland	2760144	[51.75, 5.13]	aalburg
Arnsberg	Europa	Duitsland	2955471	[51.38, 8.08]	arensberg
Orchies	Europa	Frankrijk	2989422	[50.46, 3.23]	orchies
Ophoven	Europa	België	2789696	[51.12, 5.80]	ophoven
Vijlen	Limburg	Nederland	2745522	[50.78, 5.96]	vylen
Eerde	Noord-Brabant	Nederland	2756349	[51.60, 5.49]	eerde
Berum	Europa	Duitsland	2949856	[53.60, 7.30]	berum	behrumb
Negapatam	Azië	India	1262260	[10.76, 79.84]	nagapatnam	negapatnam
Lausanne	Europa	Zwitserland	2659994	[46.51, 6.63]	lausanne
Bolswaard / Bolsward	Friesland	Nederland	2758682	[53.06, 5.53]	bolswaart	bolswaard
Battersea	Europa	VK	6690602	[51.47, -0.15]	battersey
Het Vlie / Vliestroom	Friesland	Nederland	2745412	[53.25, 5.16]	't vlie	het vlie	vlié	t' vlie	vlie	vrie	tvlie
Pernambuco	Zuid-Amerika	Brazilië	3392268	[-8.33, -37.75]	phernabuco	fernabuco	pernambuco	parnambuco	fernabouk	pharnabuco	phernambuco
Marly / Marly-le-Roi	Europa	Frankrijk	6444014	[48.86, 2.09]	marly
Barstede	Europa	Duitsland	2952394	[53.43, 7.36]	barstede
Lisse	Zuid-Holland	Nederland	2751547	[52.26, 4.55]	lisse
Warendorf	Europa	Duitsland	2814127	[51.95, 7.98]	warendorp
Frederiksberg	Europa	Denemarken	2621942	[55.67, 12.53]	fredericxburg
Leur	Noord-Brabant	Nederland	2751693	[51.58, 4.66]	leur
Wiesbaden	Europa	Duitsland	2809346	[50.08, 8.24]	wisbaden
Memel / Klaipėda	Europa	Litouwen	598098	[55.70, 21.13]	memel
Bornholm	Europa	Denemarken	2623664	[55.12, 14.91]	bornholm
Seraing bij Luik / Seraing-le-Château	Europa	België	2786822	[50.62, 5.29]	seraing
Delden	Overijssel	Nederland	2757370	[52.26, 6.71]	delden
Oostelbeers	Noord-Brabant	Nederland	2749513	[51.47, 5.26]	oostelbeers
Sommelsdijk	Zuid-Holland	Nederland	2747016	[51.75, 4.14]	sommelsdyk	sommeldyk
Hildesheim	Europa	Duitsland	2904789	[52.15, 9.95]	hildesheim	hildesheym	hildes heim
Aschaffenburg	Europa	Duitsland	2955272	[49.97, 9.15]	asschaffenburg	aschaffenburg
Rekem	Europa	België	2788231	[50.92, 5.69]	rekem	rechem	reekem	recheim	rekheim	reekheim	recum	rekheym	rekum	reekheym	reichem
Hengelo	Gelderland	Nederland	2754394	[52.26, 6.79]	hengelo
Dommelen	Noord-Brabant	Nederland	2756739	[51.34, 5.43]	dommelen
Lillers	Europa	Frankrijk	2998320	[50.56, 2.48]	lillers	liller
Lexmond	Utrecht	Nederland	2751665	[51.96, 5.03]	lexmonde	lexmont
Geislingen	Europa	Duitsland	6558164	[48.28, 8.81]	geislingen
Vlierden	Noord-Brabant	Nederland	2745414	[51.44, 5.75]	vlierden
